,,Day,Start Time,End Time,Camp,Neighbourhood,Event Name,Description of Event,,Workshop / Class,Food / Drink,Performance / Show,Wellness / Yoga,Music / Dance,Game / Activity,19+
O0363,L0351,Sunday,12:30,13:00,Mystic Redneck,PRECIPITATION,Highland Saining for Mystic Numpty Kin,"Come get MOIST at our sacred yet ridiculous Scottish-style folk ritual of blessing, cleansing & purification.",Sunday 12:30 - 13:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0481,L0466,Sunday,12:30,14:30,Six Degrees of Bacon,COLLECTION,PIG OUT at SIX DEGREES OF BACON,"Soo-ee! Come scarf down ya morning slop served by the sexiest of piggies! We’ve got tasty plant- based bacon & eggs with classic brunch cocktails, mocktails and coffee. No animals were harmed in the making of this brunch... unless you want us to? ;)",Sunday 12:30 - 14:30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0566,L0549,Sunday,12:30,14:00,The Cottage,DOACRACY,Flip Side Cafe,Sweet and savoury crêpes served hot — follow the smell of butter and questionable decisions.,Sunday 12:30 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,L0001,Sunday,13:00,03:00,Abrabrabra,YES...AND?,Come play mini golf,"Immerse yourself in our iridescent glow in the dark forest where you play different size of mini golf holes (giant, medium, miniature), a wishing well, a plink- hole and a Confession-hole (a full size confessional where you can confess your sins get absolution)",Sunday 13:00 - 03:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0051,L0049,Sunday,13:00,19:00,Boobs & Berries,EVAPORATION,B&B Sunday Service,"Swing on by BoobsnBerries for your Sunday Service special, Mimosas! These Moist libations will pair well with the fantastic tunes being thrown down by the day rave DJ’s! Come join us for a Bev and a Boogie Sailors!",Sunday 13:00 - 19:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0068,L0066,Sunday,13:00,14:00,Camp Otherbo’r’d,BLACK ROCK,The Art of Kindling,Meeting of the Board: Official Bored Meeting. Please raise your hand to talk. Agenda at: www.theartofkindling.org/agendar_ p59_jdoe.pdf,Sunday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,13:00,14:00,Camp Who Says Ni,YES...AND?,Pickle Priest,"Confess your sins, and our holy brine may atone you!",Sunday 13:00 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0103,L0101,Sunday,13:00,14:00,Camp Who Says Ni,YES...AND?,Inquisition Improv,Interactive Improvisational Idiocy is Imminent!,Sunday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0584,L0566,Sunday,13:00,15:00,The Den,DOACRACY,The Hot Toddies,"Marie & Carl host a classic temple day event where they tell stories, read poems & play music",Sunday 01:00 - 03:00,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
,,Sunday,13:00,14:30,True Love Camp,,Truthful Communication and Tantric Yoga,"Practice Dyad’s, Listening and speaking truthfully to a partner. Enjoy the tantric experience of Giving and Receiving with simple comforting words and gentle touch. Guided by Taiya",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Sunday,13:00,14:30,Portal Lounge,EVAPORATION,Elemental tantric yoga for women with Samantha Hope,"Awaken your body, ignite your energy, and move as the elements— through breath, movement and conscious touch, connecting deeply with yourself and others in this embodied tantric journey for women",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,13:00,15:00,Chill Pudding Camp,PRECIPITATION,Chill Pudding Service!,"Come Come stuff your dusty pie hole with ice cold chill pudding, top it with your favourite special treats from our toppings bar and relax under our big star shade. BYOC. Kids eat free.",Sunday 13:00 - 15:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,13:00,16:00,Ewe-Turn, SPARK,BaAaAaAaAaAr is open,"Flock to the barn, drinks and yarn. Shepherd wanted",Sunday 13:00 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0188,L0184,Sunday,13:00,14:00,Ewe-Turn, SPARK,Wig snatching competition,Snatch the wig of your opponent. will you be the last sheep to be sheared! (Wigs provided),Sunday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,13:00,19:01,Faffway Village,SMOLDER,"Indugle Your Census Thought- provoking questions, daily Oral Administration","form-filling excitement with paper & pencils. Results will be read aloud for the enjoyment of anyone who wishes to Indulge, and catalogued online with previous years’ questions & answers.",Sunday 13:00 - 19:01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0239,L0234,Sunday,13:00,15:00,Really Lost Penguins: Wandering Yum-Yum Cart,PRECIPITATION,Really Lost Snow Cones,"Not all penguins who wander are lost…but we are! It’s ok though, we bring snow with us to keep cool. If you find us, we’ll share it with you! Give us an “ark, ark, ark” and we might even moisten it with one of our many home made syrup flavours.",Sunday 13:00 - 15:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0277,L0268,Sunday,13:00,15:00,Ironic Spin,SANDSTORM,Reggae Brunch,"Adventure through the history of reggae and dancehall, with MORE waffles? or pancakes? Sweet carby wake up fuel? with Space Tiger",Sunday 13:00 - 15:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0285,L0276,Sunday,13:00,14:00,Jellyfish Longue,BROOD,Discussion - Planning for Collapse,Discussion about ways we can connect as a community outside of Otherworld to bring the 10 principles to life and create resilience in the face of Polycrisis,Sunday 13:00 - 14:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0348,L0336,Sunday,13:00,14:00,Mother Tree,KINDLE,"Ground & Shine ~ yoga, meditation & movement","Sit, breathe and move gently in community. An intentional 60-minute practice to reconnect with yourself.",Sunday 13:00 - 14:00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0377,L0365,Sunday,13:00,14:00,Nauti Norse,SIDEQUEST,Intro to Rope with Fox (19+),"Shibari put the frog in your bog? Come learn the basics of bondage. Best learned with a partner and your own rope, but we will have some to lend out.",Sunday 13:00 - 14:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
O0433,L0420,Sunday,13:00,15:00,Recovery House,EVAPORATION,Body Painting,Face and body paint! All ages!,Sunday 13:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0512,L0496,Sunday,13:00,14:00,Smut Café,EVAPORATION,Sapphic Spanky Spin the Bottle,"A classic from your teenage years only gayer. Kiss, spank or wink at the cutie of your dreams. Sapphics only. 19+",Sunday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
O0567,L0550,Sunday,13:00,14:00,The Cottage,DOACRACY,Garden Grove at The Cottage (Sublime Sunday),"Dub stylee! A hazy, dub‑kissed hour drifting through sun‑baked riffs and stoner‑surf sway, carrying that unmistakable Garden Grove spirit. Warm guitars, lazy‑day grooves, and chill that feels like coasting down the boulevard with nowhere to be.",Sunday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0568,L0551,Sunday,13:00,17:00,The Cottage,DOACRACY,Break-A-Bear with Tom,"Step into Tom’s domain of soft‑toy transformation, where teddy bears receive over‑the‑top enhancements powered by enthusiasm, improvisation, and zero regard for manufacturer intent. Fluff everywhere, laughter guaranteed, and Tom in his element.",Sunday 13:00 - 17:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0626,L0610,Sunday,13:00,14:30,Cosmic Kev The Dreamidifier®,,Are your dreams feeling dry and parched?,"Are your dreams feeling dry and parched? Looking for some dreamspiration? Wet your dreams in the Dreamidifier®, a playful session to remember what matters most. The rinse cycle begins promptly, don’t miss the mist!",Sunday 13:00 - 14:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,13:00,13:45,Tune Town Stage,BLACK ROCK,Adrian & Nikki Dance Workshop,Adrian & Nikki Dance Workshop,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0119,L0117,Sunday,13:30,15:00,Campocalypse, SPARK,Creative Mending and Can-apees,"Run out of snacks? Got a snag in your party pants? A little last- day coddling, Campocalypse style. Exotic canned goods encouraged.",Sunday 13:30 - 15:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,14:00,16:00,Welcome to the Resistance,YES...AND?,Radical Street Art,"A revolutionary arts & crafts workshop feat. DIY screenprinting, button-making, stencils and graffiti art. Make art for the resistance and enjoy the Molotov cocktail bar!",,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,14:00,17:00,Absurditea,YES...AND?,BitCorn Stalk Market,"Come bet the farm! Corntastic carnival games: Corn Hole, Barnyard Basketball & Corn Ring Toss. Win tickets, trade for corny prizes at the Bitcorn Stalk Market. Buy High, Sell Low! Be warned, it’s a volatile ecornomy… Iced Tea & Popcorn!",Sunday 14:00 - 17:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,14:00,17:00,Wild Things Camp,COLLECTION,Wild Thing Circus!,"Step right up and enjoy the circus! Snacks, wonders, games and more. Bring your wildest animal to tame. Puuurfect for young wonders and ringleaders.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,14:00,17:00,Wild Things Camp,COLLECTION,Kitty Cat Karaoke,"Our Kitty Karaoke station is the purr-fect place to meow it out. Grab a mic, channel your inner feline and belt out your favourite tunes, cat style.",,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
,,Sunday,14:00,15:45,Absurditea,YES...AND?,Propagation Station,Feel the earth between your fingers as you plant a new little friend (seed or succulent) in a newly decorated pot done by you!,Sunday 14:00 - 15:45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0021,L0019,Sunday,14:00,17:00,Babylon,SIDEQUEST,Oil Wrestling: Epic Of Gilgamesh,Come and participate in a power struggle between friends in a ‘Moist’ coconut oil wrestling ring. Clothing Optional (19+).,Sunday 14:00 - 17:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
O0040,L0038,Sunday,14:00,15:00,Big Top Rouge,EVAPORATION,Revive & Vibe with Linda,"After long nights of dancing, this is a gentle space to come back to your body. We’ll move slow, loosen the joints, wake up the muscles, and just feel good again. You can join half asleep, barefoot...or in a unicorn costume.",Sunday 14:00 - 15:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Sunday,14:00,16:00,Touch Temple,,Touch Tunnel,"Slip Into Something Sensory: At Touch Temple Camp downstairs (look for hand flags and red&gold circus tent), take 10 minutes for a guided journey through fire, water, air, and ground touch. Invigorating, sensory, and a little moist. Wake your boggy senses!",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0069,L0067,Sunday,14:00,14:30,Camp Otherbo’r’d,BLACK ROCK,"Bohr Dumb, Einstein Smart",A Boring Physics Rant: Come hear Donkey Love rant about how resentful he is of the Copenhagen Interpretation of Quantum Mechanics. Less than 3.14% ad hominem arguments by mass.,Sunday 14:00 - 14:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,14:00,15:00,White Lightning,CONDENSATION,Origami with Arnold,Experience the art of origami with Arnie as he guides you through the traditional Japanese art of paper folding.,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,14:00,15:00,Camp Who Says Ni,YES...AND?,Electrolyte Elixir Bar,Are you hydrated? Didn’t think so. Come replenish your body chemicals with our proprietary health and mana potions,Sunday 14:00 - 15:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,14:00,17:00,CLuG,SANDSTORM,Moist Nitro Yerba Mate,Come fill your MUGS with some moist offerings of Nitro Yerba Mate,Sunday 14:00 - 17:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0133,L0131,Sunday,14:00,18:20,CLuG,SANDSTORM,Sunday funday Pool Party,"Blow up the Floaties, bring your lounge chairs, swimsuits, water guns and choose your adventure moistly misted or super soaked? Beat the heat, Kick back relax or bounce that bootie to some pool party beats. CLuGlife guards and thirst aid on duty",Sunday 14:00 - 18:20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Sunday,14:00,16:00,Electric Circus / Tabula Rasa,MIDDLE EARTH,The Feeling Map,"Collaborative string art project. Each colour holds a feeling. Choose one that feels closest to you, then attach it to the daily map, 3 feeling maps created over 3 days. Return at dusk for the glow.",Sunday 14:00 - 16:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0178,L0174,Sunday,14:00,15:00,Electric Circus,MIDDLE EARTH,Trainwrecking,"A guide to being a sh*t DJ: A guided exploration of terrible transitions, performer faux pas, and the improper use of air horns",Sunday 14:00 - 15:00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Sunday,14:00,18:00,Fix-it Station, SPARK,Fix-it Station,"Open for drop-ins: The place to go to help you express yourself & decommodify by fixin yer shit. We’ve got a bunch of tools (sewing, grommets, rivets, glues, tapes, + more!) and supplies to help you repair your OW finery (or just come hang out and make!)",Sunday 14:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0232,L0227,Sunday,14:00,16:00,Garden of Eatin', SPARK,Sunday Sundae,Come make an old school ice cream sundae!,Sunday 14:00 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0297,L0288,Sunday,14:00,15:00,Level Up+,CONDENSATION,Geek-a-Long with Bardy B,"The Bards of Level Up+ lead a kitchen party of nerdy-ass music from film, TV, musicals & games. Bring voices to sing along, instruments to accompany (chords avail at bit. ly/bardly) & watch out for pickle- pelting bar goblins!",Sunday 14:00 - 15:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Sunday,14:00,16:00,Lunar Moth Camp,BROOD,Temporary Tattoo/Body Adornment Station,Come get prettied up with temporary tattoos and various body adornment offerings,Sunday 14:00 - 16:00,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
O0396,L0384,Sunday,14:00,15:00,Nontes,SIDEQUEST,PNP? The fun and wonderful world of chemsex,Drugs and sex go together like peanut butter and... KY Jelly? In this harm reduction workshop we will discuss how to get your rocks off in exciting and colourful new ways!,Sunday 14:00 - 15:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0447,L0432,Sunday,14:00,16:00,Ripple Effect,DOACRACY,Ocean Crafts & Drop-In Creative Space,Drop in for some casual ocean-themed arts and crafts! Queer friendly space for creative souls of all ages.,Sunday 14:00 - 16:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0460,L0445,Sunday,14:00,11:59,Salon Saloon,SMOLDER,Salon Saloon Sunday,"The Salon Saloon is OPEN and it’s been a doozy of a weekend. Looking like you wrestled a cactus? Let our Stylists smooth things out, come on down for a haircut and shenanigans.",Sunday 14:00 - 11:59,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0513,L0497,Sunday,14:00,15:00,Smut Café,EVAPORATION,Lascivious Life Drawing,"Sketch our lovely models in various states of undress and erotic poses. Optional praise or punishment from our two sweet and salty art teachers, who may select your art to be displayed in Smut Café. Beginners welcome! 19+",Sunday 14:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
O0569,L0552,Sunday,14:00,15:00,The Cottage,DOACRACY,Dub Roots Science with DJ Klausi,"A deep‑roots dub session built on echo, space, and heavy bass pressure. Dub Roots Science channels pure Scientist energy with stripped‑down riddims, swirling delays, and vibrations that shake the dust off your soul.",Sunday 14:00 - 15:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0620,L0602,Sunday,14:00,01:00,The Occult Library,YES...AND?,Dreamwork Pop-Ins,ongoing offering: Have you ever had a dream that really stuck with you? Bring it to the Occult Library and we’ll help you make meaning of it using Jung’s framework of dream interpretation.,Sunday 14:00 - 01:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,14:00,15:50,Tune Town Stage,BLACK ROCK,Open Mic,Open Mic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0485,L0470,Sunday,14:22,15:33,Skybar,AERIAL,The Tinfoil Hat Decompression & Shielding Workshop,"Prepare for Re- Entry! The “Default World” is waiting to scan your dusty brain. Join us to reinforce your headgear for the drive home. Patch your leaks, block the highway sensors, and keep the magic in. Don’t let the suburbs read your soul!",Sunday 14:22 - 15:33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0468,L0453,Sunday,14:30,16:00,Sensuary Camp,SIDEQUEST,Breath & Bass,"A DJ-led breathwork journey—let sound guide your breath as we soften, release, and close the Sensuary together.",Sunday 14:30 - 16:00,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,,Sunday,14:30,16:00,Touch Temple,,Touch Your Desires Conversation Cafe,"At Touch Temple Camp downstairs (hand flags & red/gold circus tent), pull up a seat at this Café serving a menu of poetry, humor, bad advice, coaching, and consensual touch, all served with empathy and fun.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0041,L0039,Sunday,15:00,16:00,Big Top Rouge,EVAPORATION,Non-linear play for flow artists with Ariel Amara,"This workshop is for all flow artists & prop manipulators of all kinds! Time to experiment and play outside the box. Expanding beyond the repetitive and the ‘shoulds’, and poke at perfectionism. To help us discover new possibilities.",Sunday 15:00 - 16:00,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,15:00,16:00,Camp Who Says Ni,YES...AND?,Sigil/Talisman Making,"Create your own magickal artifact, imbued with intention and Olderworldly energies!",Sunday 15:00 - 16:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0143,L0141,Sunday,15:00,17:00,Crib Bar,MOOP,WHERE CRIB PUNS COME TO DIE,"Come check out the Highest Hand leaderboard as OW wraps up! Taking all comers until we drive away to give WtiF a run for their pretend money. This is your last guaranteed chance to pet the mascots, admire the art & consume snacks and bevvies.",Sunday 15:00 - 17:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0179,L0175,Sunday,15:00,16:30,Electric Circus,MIDDLE EARTH,Fusion Dance Intro and Jam,"Fusion is partner dancing based on connection, lead-follow principles, consent, and a mix of styles. Short intro warmup followed by many amazing dances with amazing people. Come open-minded and willing to listen and move to the music and each other",Sunday 15:00 - 16:30,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
,,Sunday,15:00,17:00,Fix-it Station, SPARK,Scrap Happy Junk Journals,"Scrap Happy Junk Journals is a fun, hands- on workshop where participants transform everyday paper scraps into unique handmade journals using collage, stamping, layering, and simple bookmaking techniques. Ages 8+ (check out @upstyleart for inspo!)",Sunday 15:00 - 17:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0214,L0210,Sunday,15:00,17:00,Fix-it Station, SPARK,Bleach / Dispersion tie “dye” workshop,"Jazz up a tired/thrifted garment using bleach to remove dye, or make some fun patches to repair or cover logos! We have 20+ assorted thrifted shirts size sm-3x to choose from, and patch fabric (or BYO mostly cotton tee). WEAR OLD/ WHITE/NO CLOTHES!",Sunday 15:00 - 17:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0278,L0269,Sunday,15:00,21:00,Ironic Spin,SANDSTORM,Sketchy Sunday All-Stars,You want to dance? You want to move? You want to know where the brunch just happened but you missed it? THIS IS THE PLACE.,Sunday 15:00 - 21:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0309,L0299,Sunday,15:00,16:30,Little Big, SPARK,Colouring in the Womb with Julia,"Come colour with Julia in the womb just like the good ol’ days! Crayons and paper provided, just bring your beautifully wandering monkey mind and let it land, one color at a time.",Sunday 15:00 - 16:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
